Q,H,Q_ssa,H_ssa
35206.35,35175.45,35183.650755958326,35128.00239283499
35175.01,35124.37,35178.891028169404,35124.27422940246
35144.6,35127.85,35173.64534909698,35119.106135050366
35138.57,35123.49,35168.59056133828,35112.73498849266
35138.95,35131.53,35164.21318825685,35105.65850576038
35146.85,35118.91,35160.90624401219,35098.276825811416
35158.19,35109.6,35158.77295893159,35091.29202163146
35187.02,35030.7,35157.93411520681,35085.37286036709
35171.39,35011.52,35158.250350471346,35081.96940438628
35162.31,35056.44,35160.1379098569,35081.7595087734
35129.92,35011.52,35163.762343849594,35084.49041878771
35132.96,35105.42,35169.654661353066,35090.894888680836
35126.52,35106.01,35177.732483420164,35099.91604803364
35187.02,35030.7,35187.92580750477,35111.498237014246
35162.31,35094.86,35199.33778767444,35126.3354024877
35221.08,35157.1,35212.249920069306,35143.33926839887
35303.53,35209.39,35225.610235772576,35161.394223409516
35233.26,35215.09,35238.10733790549,35179.37584962296
35235.29,35209.39,35250.41700866558,35196.79507147907
35259.43,35201.93,35262.48294500922,35213.40609525233
35303.53,35254.01,35273.84752572994,35229.0403462829
35300.12,35263.94,35283.74621769867,35242.88184267833
35308.03,35271.13,35292.22221792457,35254.71796215505
35284.0,35267.1,35299.20376403744,35264.418187870666
35283.96,35270.1,35305.036584717374,35272.0441710826
35338.6,35272.0,35309.78460939264,35277.7039037091
35321.2,35292.44,35312.821176830344,35281.612511146894
35312.68,35291.74,35314.54523196037,35283.83075371636
35320.89,35294.38,35315.2446814419,35284.726324671865
35347.39,35315.59,35315.04900441533,35284.597125135464
35316.67,35279.6,35313.806572507245,35283.4396367313
35298.9,35271.01,35312.260704517656,35282.00550182399
35320.89,35268.14,35310.85535146431,35280.56182468376
35301.11,35277.67,35309.496984765436,35279.37558628441
35304.12,35278.02,35308.49194006785,35278.56541845936
35280.99,35261.11,35307.92074460146,35278.1395229005
35275.87,35263.15,35307.99969204605,35278.27464897277
35313.27,35275.93,35308.66486592197,35278.913127082764
35277.07,35252.39,35309.50771952381,35279.82829586233
35292.0,35261.99,35310.956349978835,35281.25215039612
35331.11,35282.53,35312.74258316818,35282.977755097374
35330.18,35300.0,35314.20368720854,35284.65225568043
35332.0,35292.05,35315.36103728727,35285.96536360209
35340.35,35329.07,35316.12727836246,35286.95954924684
35339.5,35305.95,35316.36495469485,35287.11642740001
35327.49,35304.15,35315.88567690286,35286.61149461411
35310.02,35282.32,35314.646419378165,35285.3454460226
35294.89,35284.08,35312.842841919926,35283.494676378585
35299.55,35260.97,35310.61719688011,35280.968550547346
35320.89,35257.11,35307.85618625659,35277.990912715206
35294.41,35263.23,35304.095460536795,35274.57703698676
35291.79,35270.99,35299.757488337564,35270.64705458798
35278.05,35265.14,35294.98370981585,35266.06497834979
35271.51,35253.08,35289.79915238867,35260.888676224284
35278.88,35257.41,35284.432378819445,35255.20710996248
35298.75,35260.21,35278.68292576403,35248.947624677494
35299.58,35250.62,35272.33628411316,35242.019766562145
35302.74,35284.62,35265.35022501667,35234.528497367806
35300.45,35257.61,35257.655197339285,35226.00314947338
35265.15,35241.51,35249.37882132132,35216.80345741102
35244.43,35188.69,35240.993076954204,35207.122905236494
35192.93,35178.14,35232.74657766823,35197.59189344976
35173.11,35135.95,35225.37016380857,35188.4200907609
35159.99,35135.95,35219.12193747066,35180.18706123117
35215.09,35155.39,35214.19023533833,35172.84919069959
35221.06,35190.64,35209.81815755036,35166.35377234469
35215.09,35181.26,35205.9530265612,35160.25189276301
35216.46,35181.82,35202.69071137224,35154.84096332597
35198.46,35176.79,35200.15802196964,35150.12126987394
35241.51,35135.95,35198.64678423475,35146.25689705062
35215.09,35135.95,35197.474379151085,35143.837526901836
35162.34,35135.95,35197.15742119327,35142.79645446199
35224.19,35109.6,35198.44510648586,35143.1998173505
35159.08,35123.8,35200.56459581851,35145.26632939399
35208.88,35125.1,35204.43405821622,35148.78761270894
35194.89,35165.41,35209.3472985243,35153.660261942394
35215.09,35146.5,35215.40896538595,35159.29065809816
35202.01,35177.72,35222.20967477359,35165.78942906776
35204.6,35164.28,35229.73180694245,35172.54835637329
35220.12,35174.48,35237.860557459004,35179.61249576286
35233.24,35204.09,35246.33928819369,35186.72965248828
35250.61,35171.39,35254.83908648573,35193.47933820058
35282.26,35188.69,35263.0850202079,35200.19400513232
35285.06,35267.95,35270.531471668626,35206.67702262152
35303.53,35188.69,35277.09779555678,35211.93600670777
35309.57,35285.14,35282.27931795808,35216.87427763927
35330.02,35197.78,35285.94927388208,35220.26379512376
35278.84,35250.62,35287.70998830269,35223.089301790824
35266.34,35224.19,35288.09879957543,35224.62418624469
35320.89,35162.31,35287.213894302105,35225.07280144783
35277.06,35237.59,35284.15541415556,35225.0542036408
35277.89,35162.31,35279.48107630523,35223.48775228442
35263.14,35235.29,35273.36284281118,35221.07092195607
35241.87,35219.44,35265.81372213376,35216.715593594876
35230.5,35224.23,35257.1846976885,35210.34855033111
35219.68,35207.23,35247.531424674235,35201.7796875601
35241.51,35207.15,35237.02801121443,35191.07938585559
35277.06,35241.51,35225.28085086585,35178.26850474919
35243.44,35215.19,35211.84128797184,35162.9572928195
35216.98,35202.25,35197.11314366503,35145.54139376226
35223.78,35162.31,35181.25253573158,35126.29899976882
35188.69,35109.6,35164.113623162884,35105.82472815833
35162.31,35039.84,35145.987730976965,35084.900017035274
35090.66,35004.44,35127.31916692512,35064.52044701682
35083.29,34978.2,35109.050958384374,35045.16812796935
35022.55,34965.01,35091.244366608385,35027.324527961675
35030.71,34993.31,35074.635135021315,35011.003521392966
35056.99,35001.07,35058.99945673011,34995.864314429164
35056.99,35003.89,35044.05774947675,34981.69236224418
35056.99,35001.21,35029.81950995738,34968.40224584635
35066.03,34968.98,35016.09652612551,34955.951076059544
34984.87,34951.98,35002.78351356818,34944.47052365623
35004.45,34951.98,34990.94513778084,34934.06871028196
35004.45,34970.87,34980.25770899857,34924.588456000936
34976.95,34925.78,34970.67113208189,34915.75338343444
34941.57,34899.6,34962.46889987454,34908.013707980026
34940.14,34873.44,34956.03251591015,34901.64409848193
34899.61,34847.3,34951.17950261674,34896.95456813269
34894.42,34864.23,34948.3693304751,34894.25130453013
34960.99,34859.75,34947.690712189906,34893.36188654858
34948.42,34870.56,34948.23461769208,34894.400280417874
35013.47,34925.78,34950.08978887718,34897.283714938414
34927.14,34899.6,34952.467981483474,34901.390777069406
34946.08,34899.6,34956.54555982395,34907.04416084685
34951.99,34899.6,34962.20060857974,34914.22684358868
34987.22,34955.44,34969.367715101165,34922.8725868035
35012.67,34987.22,34977.70309830993,34932.280512166406
34993.39,34956.3,34986.7321929053,34941.925696288294
34968.99,34925.78,34996.526363261015,34952.03305367183
34993.67,34938.36,35007.30308309982,34962.8514951693
35004.45,34973.93,35018.52583804312,34974.13805547813
34999.65,34989.01,35029.939920697805,34985.361140878755
35022.2,34953.13,35041.620019127666,34996.244774178675
35039.74,34953.13,35053.20101470749,35007.17502323297
35066.03,35015.86,35064.44506194702,35018.1244176147
35092.34,35066.03,35074.9602043217,35028.39017431467
35143.31,35075.94,35084.45832411608,35037.39693070999
35123.29,35075.94,35092.33236686896,35045.15178899927
35117.38,35098.58,35099.10393086467,35051.81073658147
35119.82,35068.49,35104.96054852179,35057.25220737458
35135.95,35073.45,35109.948392815815,35062.0612647266
35109.61,35072.76,35114.08112410244,35066.416365148776
35129.68,35086.0,35117.91443118459,35070.57433332853
35118.65,35056.98,35121.61208040891,35074.6885451597
35100.3,35057.56,35125.47364276531,35079.33451071985
35057.75,35007.27,35129.95131225441,35084.84605015385
35083.29,35035.01,35135.843644559856,35092.028522762696
35116.86,35083.01,35142.54551050592,35100.53533384564
35129.52,35100.01,35149.40759648721,35109.4927494526
35188.69,35114.97,35156.3198692404,35118.50820887819
35188.69,35169.5,35162.50990781865,35127.11699250475
35215.09,35187.69,35168.04584985677,35134.41100599607
35187.71,35159.66,35172.50825808771,35139.88638229496
35165.24,35138.91,35176.291355593494,35143.69264992279
35206.0,35145.24,35179.695294327335,35145.93419781561
35210.55,35181.81,35182.32397455821,35146.37615748198
35200.23,35149.47,35184.11808227476,35144.580474201815
35162.69,35145.02,35185.22800643213,35141.09772957831
35191.41,35157.34,35186.22899151248,35136.23602788779
35184.71,35154.98,35186.724058520864,35130.05136102026
35190.15,35151.01,35186.72280769211,35122.81553837682
35153.25,35118.67,35186.03878383303,35114.78345596419
35135.95,35101.91,35184.990197033054,35106.35909502151
35157.03,35111.32,35183.66518821217,35097.85315518802
35139.45,34978.2,35181.63832366754,35089.108906906564
35056.99,34899.6,35178.938203255944,35081.659876460275
35215.09,34978.21,35176.54687775684,35076.24542401747
35330.02,35215.08,35172.052441930595,35071.6840138408
35281.16,35171.39,35163.782643522005,35064.88059624697
35206.77,35135.95,35152.36955237513,35056.154176566546
35135.95,35071.19,35138.71163057482,35045.83167299281
35162.31,35084.7,35123.98242851377,35034.62553939621
35119.47,35056.98,35107.94803614192,35022.43463647296
35108.25,34990.6,35091.64983236997,35009.738689875696
35008.31,34978.2,35075.588202600615,34997.4979374549
35004.45,34951.98,35061.31593719222,34986.01117891421
34975.59,34925.78,35049.117728936195,34975.781841655655
34978.21,34899.6,35039.54521188234,34967.37891044504
34987.22,34939.21,35032.626617283604,34961.31172814032
35004.45,34942.51,35028.19038756986,34957.07628854659
35006.51,34899.6,35025.7622799658,34954.55826284426
35066.03,34993.2,35025.080271438324,34954.07416054537
35039.74,34925.78,35025.0588098637,34954.22391638552
35030.71,34990.0,35025.666983147006,34955.414613608875
35056.99,34951.98,35026.38262146289,34956.31705553116
35050.8,35003.4,35026.21919621574,34956.85802983657
35056.99,34975.28,35024.704022919796,34955.761675268746
35004.45,34951.98,35020.8403846197,34952.5842703572
34987.38,34951.98,35014.34571993225,34946.77572533335
35030.71,34925.78,35004.76348329759,34937.757963104275
34999.2,34934.78,34991.21938654627,34925.379799331626
35030.71,34925.78,34974.000377320575,34909.247081795285
34948.47,34925.78,34952.608776547466,34889.28150905582
34934.75,34899.6,34928.41494766719,34865.56614375475
34925.79,34899.6,34901.88730087696,34838.70202193821
34902.17,34847.3,34873.67652560526,34809.09523929734
34881.17,34795.07,34844.51550543768,34777.897018448064
34873.45,34716.86,34815.17215623762,34746.32724221156
34795.06,34749.08,34786.32468414694,34716.02955425102
34795.06,34690.83,34759.429787735564,34687.25363779963
34716.85,34638.82,34734.867848950445,34661.32072861827
34655.18,34586.9,34714.05886102061,34639.40902295317
34586.9,34552.85,34697.87431177712,34622.37913787853
34586.72,34552.85,34687.29555397377,34610.79607733292
34586.9,34552.85,34682.154418163875,34604.46727826007
34586.9,34535.06,34681.86176212511,34603.03569639244
34562.99,34509.17,34685.78577859852,34606.038278885775
34673.76,34509.17,34693.57984704355,34613.03515033964
34821.17,34638.82,34702.98070051041,34623.141239288525
34828.39,34716.86,34711.04858679483,34633.7303327894
34830.15,34742.91,34716.654304650765,34642.81861455456
34795.06,34742.91,34719.09696810101,34649.105814475435
34742.91,34716.86,34718.15863439176,34651.81090111094
34727.69,34690.83,34714.35496743138,34650.70654757654
34716.85,34664.82,34707.687795921236,34645.81964672329
34712.85,34657.1,34698.2487309668,34637.40675425566
34716.85,34660.19,34686.255898089315,34625.80179079222
34647.77,34612.85,34671.9235106987,34611.39812061745
34661.4,34586.9,34656.57994147781,34595.44643068414
34638.82,34569.89,34640.77100294492,34578.92433217526
34586.9,34535.06,34625.15920766143,34562.79367385604
34586.9,34509.17,34611.00496697233,34548.13526550604
34560.97,34509.17,34598.826758630916,34535.82985320891
34531.83,34483.3,34589.36790522381,34526.24790486363
34586.9,34492.19,34583.030902167964,34519.83796373225
34595.82,34509.17,34578.95961629583,34516.46892201128
34535.06,34483.3,34576.96652212315,34515.77463929413
34527.74,34457.44,34577.65730922471,34517.72446596716
34560.97,34507.05,34580.51841492338,34522.162082390205
34610.53,34548.06,34584.3886627963,34527.84659182552
34604.48,34565.0,34588.25260996727,34533.701737608906
34638.82,34569.89,34591.856265318704,34539.01784387791
34602.84,34559.21,34594.35792429448,34543.696196904864
34604.5,34574.35,34596.60446781671,34547.78684417576
34612.85,34580.09,34598.253656999535,34550.66466218314
34602.68,34569.89,34598.59453354902,34551.80335308119
34612.42,34565.54,34596.97355801915,34550.758288257406
34603.93,34509.17,34593.42470500255,34546.94372412642
34518.07,34483.3,34587.643243900166,34540.38436136453
34574.93,34500.19,34580.20304710222,34530.617890425485
34573.59,34518.07,34569.597966154,34516.58366290096
34532.69,34483.3,34555.19413167914,34497.05639482173
34501.66,34467.55,34536.941413671695,34471.68506073491
34535.06,34470.0,34514.65155874137,34439.89859038926
34550.37,34460.53,34487.34314655044,34401.10945825525
34471.99,34431.61,34454.30524790422,34355.05274965242
34439.4,34405.8,34416.11613914573,34301.827518960745
34439.4,34354.24,34373.024867716325,34241.851678892985
34431.62,34302.75,34324.92890468579,34176.1017181966
34354.24,34251.33,34271.902358753505,34105.6961797218
34285.87,34200.26,34214.91366937729,34031.965808694666
34285.87,33797.17,34155.19031114197,33956.29586725288
33903.71,33560.01,34092.8918037119,33884.297485267714
33873.69,33673.66,34033.63375469898,33819.54160341924
33956.97,33675.85,33978.23887375626,33761.29555182776
34103.15,33661.9,33925.98271724941,33710.14208293488
33703.41,33639.64,33875.165602622124,33666.3851922256
33711.56,33607.0,33831.422862212516,33630.24853573977
33693.97,33594.59,33794.68557618248,33601.82291169605
33761.84,33590.88,33764.97808208055,33580.60823002756
33785.47,33670.44,33740.78007652219,33565.69745509255
33732.12,33533.14,33721.07408218121,33555.011102771074
33725.21,33505.01,33705.85704965264,33549.06869644024
33702.78,33501.02,33694.40238784639,33547.01864584578
33639.88,33517.6,33686.15908676317,33547.779782370526
33679.47,33602.46,33680.85868550394,33550.20691353607
33687.33,33580.81,33676.93237930935,33552.378837020355
33659.38,33541.01,33673.54552860279,33553.93905837341
33633.86,33525.9,33670.97719957258,33555.05407551073
33700.0,33534.36,33669.23725515899,33555.824271307734
33677.67,33599.46,33667.38750171965,33556.301245755
33754.61,33654.72,33665.52044354234,33556.020453599056
33761.87,33667.81,33662.46191867074,33554.67056781797
33729.33,33625.12,33658.90797275549,33552.41971883561
33655.61,33443.65,33655.43335426236,33549.746860537336
33633.29,33509.21,33652.8563104324,33548.87877603193
33566.4,33480.81,33651.296531906046,33549.08598048694
33534.18,33461.72,33652.36068173662,33550.84399294227
33589.34,33484.72,33656.3824513628,33554.343121796024
33600.0,33547.23,33662.19963111554,33559.16506712827
33637.24,33581.56,33669.11620403713,33564.25746820978
33660.79,33582.01,33676.27819504087,33568.73603092046
33680.0,33600.01,33683.10760297404,33572.38353373685
33634.39,33600.01,33688.951255627064,33574.77092731459
33759.0,33583.98,33694.161420862634,33575.44403598411
33931.96,33674.84,33696.5391396936,33574.12355155924
33931.96,33665.44,33693.27424671858,33569.22025243724
33646.62,33595.0,33683.70045770356,33560.38626850443
33608.9,33534.2,33671.07597783247,33548.06340454944
33547.25,33465.15,33655.64229990497,33532.52536116244
33627.32,33360.44,33637.65381812692,33514.34240261343
33652.86,33546.32,33615.860467713326,33494.30108184557
33569.46,33487.69,33589.979450748186,33470.092813378295
33520.39,33453.57,33561.14283567567,33442.44379923874
33547.03,33502.28,33530.6076922859,33412.10816210058
33525.17,33502.28,33498.75187714353,33379.08365368859
33502.69,33364.29,33466.42427482144,33343.93240154896
33444.0,33306.4,33434.74768595449,33309.23717102489
33512.89,33239.51,33406.135275856686,33276.89301230291
33512.89,33264.38,33380.90298167983,33249.07269836234
33419.06,33325.1,33360.300401841676,33226.63162882858
33336.85,33263.09,33346.55686044919,33210.067935532184
33271.94,33073.84,33341.5465037579,33201.20411875936
33143.78,33071.26,33346.66500295918,33203.080575583255
33186.96,33059.81,33364.06360077321,33216.24060581224
33121.73,33028.68,33392.76447691296,33240.85351552794
33257.58,33126.08,33432.973011573915,33276.90830746817
33442.03,33207.46,33482.111817370685,33322.45938339819
33480.6,33369.71,33537.029697307386,33375.30318823405
33652.52,33378.11,33596.03395957199,33432.09430135986
33742.79,33625.71,33655.43843310956,33491.19128758989
33710.71,33616.25,33712.51435508552,33548.13786916524
33898.1,33711.0,33766.26244807657,33601.335536040264
33895.25,33715.57,33813.18341245282,33648.46038112051
33946.84,33834.84,33852.57431704773,33688.726870711354
34123.8,33911.71,33883.40875271759,33720.25252021401
34251.69,33911.71,33903.01604917714,33742.15000725618
33956.54,33808.48,33909.930487355785,33754.942241305595
33836.6,33632.13,33908.757350816326,33760.6053638728
33759.35,33711.91,33901.84583396171,33762.194516310214
33768.39,33690.48,33891.28794246752,33759.864416509365
33800.61,33685.64,33878.15414294001,33754.95112618485
33827.79,33725.74,33863.28806926157,33748.546365257986
33788.19,33706.02,33847.48481326513,33741.257281713064
33831.25,33751.87,33832.461276558686,33734.132525790454
33795.64,33675.58,33818.324263377,33727.21536814474
33792.04,33675.58,33806.24575564105,33721.83191821498
33842.76,33784.47,33796.2577644804,33718.103539053765
33797.68,33763.77,33787.556977030596,33714.63856700917
33815.44,33741.39,33780.871989152016,33711.594757297404
33776.15,33716.09,33775.75628886202,33709.266367942866
33818.5,33769.58,33772.71175495488,33707.85679451816
33809.13,33774.16,33771.27311974569,33706.93083113275
33786.19,33647.44,33771.1907354211,33706.566165252705
33645.51,33614.48,33772.91988991146,33708.5901096448
33730.93,33626.99,33778.22081917991,33713.30885700892
33729.52,33669.02,33785.649665154866,33720.65250800196
33777.54,33706.43,33794.95929121794,33730.1883150018
33795.84,33767.17,33805.85684454854,33741.480821161786
33806.71,33721.76,33818.02336585893,33753.6764778401
33868.15,33733.95,33831.096623106576,33766.78040041573
33860.85,33853.79,33843.754838783294,33780.2791218143
33868.15,33853.79,33855.563597323475,33792.20307843889
33853.79,33793.34,33865.81566230076,33801.84283848521
33853.79,33793.34,33874.29589434888,33809.43714163971
33853.79,33809.07,33880.43958357641,33814.37361869981
33941.52,33810.26,33883.8628687424,33816.08022132571
33958.59,33909.05,33883.12595615994,33814.3208980231
33933.72,33862.03,33877.80660317503,33807.807851377394
33925.08,33852.19,33868.38932043306,33797.27474694593
33878.57,33817.39,33855.14697717832,33783.14474462903
33852.8,33792.03,33839.074546206204,33766.215335101886
33868.15,33742.69,33820.923606552664,33747.25461345182
33778.28,33614.53,33801.12489036243,33727.48878909776
33778.0,33725.67,33781.635344033166,33709.04083989767
33718.64,33681.95,33763.52012229772,33691.289849108616
33693.61,33650.01,33748.06206387436,33675.26075970804
33698.66,33638.1,33736.07673994658,33661.71052711192
33699.91,33666.42,33727.599472930626,33651.005840496655
33678.92,33675.27,33722.731809232646,33642.9792141881
33683.8,33549.99,33721.662994780825,33637.49796986084
33670.2,33538.72,33723.95369434282,33635.82863576774
33705.66,33625.84,33729.306729714815,33637.67590915579
33704.55,33585.0,33736.51346156068,33641.41731477817
33736.67,33664.92,33744.76625249009,33646.95368629133
33784.25,33738.13,33752.96387628942,33652.493622467504
33784.25,33699.37,33759.74495504142,33656.35279950775
33784.25,33643.19,33764.25643815139,33658.29419160539
33784.25,33639.88,33765.709559860145,33658.25671605644
33806.67,33639.88,33763.6924082057,33655.77975554087
33843.42,33698.52,33757.618886199765,33650.512681084576
33843.42,33698.52,33746.823375662636,33641.64647512304
33817.96,33649.31,33731.42496171555,33629.100572029965
33778.14,33774.43,33712.099044556075,33613.872630785525
33663.23,33609.73,33690.30378195669,33594.99520728162
33609.61,33564.14,33667.982313406996,33574.74785526149
33574.72,33530.31,33646.52073566886,33554.38928796199
33605.9,33523.06,33626.90021515753,33534.97908551294
33557.07,33427.57,33609.12752996082,33517.102904874526
33533.84,33461.43,33594.20165930356,33502.30736071183
33516.28,33453.23,33582.72098165249,33490.67457946855
33530.55,33397.3,33575.04377272752,33482.56252151778
33581.34,33467.53,33570.953607093186,33478.66978138938
33639.38,33441.0,33569.318924414154,33477.89230783665
33565.74,33500.01,33569.204571006245,33480.21889244236
33528.9,33500.01,33571.046745650805,33484.30848199209
33520.36,33461.23,33574.82179196616,33489.576686783
33607.67,33482.02,33580.38994507373,33496.11064416108
33599.66,33550.01,33586.08676219972,33503.140330990784
33599.6,33546.29,33591.37407017291,33509.12380225444
33674.52,33514.34,33595.565429885784,33513.39412164231
33674.52,33627.64,33596.812691412124,33515.50730443995
33633.11,33465.37,33594.68255790689,33513.41184525247
33465.37,33465.37,33589.40587412288,33508.578806130536
33560.74,33560.74,33582.791172625766,33500.5165807567
33560.74,33465.37,33573.214977850635,33487.82132677159
33583.75,33444.71,33560.56512623135,33471.372917822475
33577.39,33497.9,33544.79019485216,33451.50618996854
33570.28,33516.01,33526.141730631236,33427.9910567193
33545.03,33379.85,33505.29236497985,33401.379072659205
33502.76,33429.55,33483.380764318266,33374.23469675692
33470.19,33371.46,33461.1916988952,33346.36353946703
33538.61,33341.25,33439.81456235886,33319.16475529012
33415.71,33314.55,33418.56409476314,33293.656935169776
33450.29,33345.51,33399.709177423545,33270.730519287696
33411.23,33266.26,33383.41072125764,33250.44965922857
33246.65,33065.98,33370.45461090988,33233.935229748444
33194.38,33015.77,33363.06031827914,33223.5499808693
33216.51,33080.01,33361.54379029542,33219.417288130266
33237.33,33086.2,33364.52617786785,33219.96634320502
33347.06,33179.26,33371.02396254117,33224.01108225522
33316.34,33268.37,33378.5124429041,33229.50743101372
33320.97,33269.55,33387.12561136009,33234.50240969513
33460.05,33280.01,33396.30676510669,33238.31979292259
33628.82,33445.81,33404.14721066936,33240.28577452091
33657.54,33540.63,33407.733984623876,33238.13648932228
33543.74,33444.71,33406.58651857897,33230.792272396924
33515.93,33274.94,33402.40841798246,33219.83997178796
33420.64,33090.38,33396.17517627308,33208.0572752259
33244.45,32849.68,33389.83599606045,33198.61132567233
33418.25,33225.53,33386.46175258754,33195.57306209372
33310.86,33236.2,33384.1887477823,33195.285813502196
33396.8,33114.72,33385.33502721279,33198.27915876486
33256.0,33138.78,33388.71100130198,33206.43643216054
33198.17,33090.71,33396.723833944925,33219.53275850686
33226.3,33150.01,33410.40142310479,33238.05216649758
33259.01,33142.4,33429.141493377036,33260.82985027989
33287.87,33201.29,33452.329701605944,33287.364991892035
33657.96,33281.46,33479.19287707897,33315.911369775735
33695.37,33562.9,33504.03543845882,33344.41385523951
33818.05,33560.02,33525.59039121561,33368.61566517703
33614.48,33482.02,33541.473639695985,33387.76893369771
33624.18,33552.39,33554.04151774556,33402.40314518184
33538.45,33500.01,33563.09956102956,33411.66959063951
33614.48,33396.84,33569.685472222816,33416.57207389803
33614.48,33464.2,33572.872775635224,33418.820276817634
33594.91,33409.65,33573.028365615566,33418.34388255023
33496.74,33329.68,33571.13273047172,33416.91624487856
33460.31,33311.4,33569.12039367171,33416.56583439434
33460.31,33274.94,33568.16003184516,33418.34772260024
33569.43,33299.98,33568.9152558451,33423.4159727862
33415.98,33402.01,33569.918382274824,33431.286335496305
33615.81,33402.01,33573.420704576434,33440.62816734403
33615.81,33515.57,33576.36536186099,33451.185077261594
33507.51,33463.72,33578.774328060295,33461.001630899336
33615.81,33542.86,33581.81036089699,33470.06067165738
33670.91,33542.86,33583.54086631019,33476.59516707919
33611.33,33563.15,33582.648196143615,33479.935539737235
33590.09,33500.0,33579.47342788975,33479.1419176407
33618.09,33483.99,33573.40184644219,33474.55408588713
33614.3,33512.89,33563.96600611808,33466.06907982974
33665.94,33512.89,33551.135649272306,33453.63599848003
33592.49,33512.89,33534.663542416834,33437.81547048149
33527.12,33385.02,33515.87290859892,33419.10948762155
33424.7,33349.4,33496.32157813283,33399.94426242494
33419.66,33363.48,33477.78534324426,33381.62741404697
33417.43,33306.23,33460.99097596702,33364.7291657561
33409.02,33310.51,33446.482222182196,33350.664792918455
33400.82,33351.51,33434.67584500725,33339.904679720035
33397.71,33264.19,33426.000257514526,33332.35003801045
33338.16,33256.01,33420.956623754326,33329.229867449045
33380.81,33311.01,33420.251200080784,33330.57233512218
33438.16,33334.77,33423.27877704071,33335.29838026147
33435.22,33336.7,33428.46734639747,33342.641729096984
33463.97,33343.02,33435.33019046453,33351.82615151522
33453.65,33370.04,33443.33252413243,33362.13413575498
33486.05,33384.25,33451.78007330174,33372.454922977005
33483.89,33444.38,33459.82855452378,33382.08190069829
33469.09,33411.03,33467.102327690445,33389.94313906316
33436.53,33391.39,33473.40687097518,33395.90265096953
33424.1,33372.35,33478.56742866317,33399.79196003137
33520.39,33391.06,33482.29771831519,33401.48831569664
33536.29,33490.01,33482.845931688265,33400.58223604367
33508.42,33404.0,33479.8923883135,33395.85762169338
33506.0,33424.02,33473.551794674546,33388.28634252924
33432.7,33381.98,33463.91859977501,33377.54389326111
33432.0,33375.65,33451.99666572256,33364.00327064195
33559.5,33412.14,33438.02942069248,33348.79554702484
33536.47,33320.66,33420.53601018013,33331.07377692947
33334.05,33252.1,33400.225160204034,33312.022382855124
33274.16,33200.56,33380.2599559357,33292.56736047914
33330.0,33249.24,33362.06794272517,33273.47446545882
33374.68,33264.02,33345.29004941457,33254.55342786383
33414.75,33307.06,33329.63549442791,33235.87758690308
33307.06,33305.56,33314.96117198846,33217.14315267642
33353.16,33303.72,33303.035431467084,33198.871236559164
33221.61,33202.55,33294.00579444945,33181.410277848096
33221.61,32992.77,33289.381514343615,33166.162390234946
33186.83,33123.88,33289.23999324625,33155.8522342655
33244.3,33114.23,33294.05990235065,33149.29639427413
33265.52,33099.6,33302.979761716495,33146.97644668832
33274.94,33099.6,33315.4588969965,33149.36228196272
33274.94,33068.72,33330.60455756477,33156.324110546404
33408.9,33229.86,33348.04799409556,33170.27846259178
33444.71,33321.6,33365.72264672625,33187.463966024385
33467.65,33424.27,33382.88520312192,33206.305630203315
33424.27,32595.86,33399.20594520064,33224.75342012772
33444.71,33279.11,33415.27463130985,33251.90434747023
33444.71,33342.67,33430.71105673912,33278.73805998024
33475.09,33444.71,33445.77709884372,33303.637573448694
33464.14,33464.14,33460.711856631264,33324.6503060367
33464.14,33274.94,33476.14026251988,33340.88966491947
33486.69,33344.26,33492.37124354013,33354.053981286415
33511.4,33486.69,33509.45830951771,33363.544830770865
33536.47,33319.34,33527.44773114909,33368.0672517714
33319.34,33319.34,33546.77395262419,33370.71540484892
33590.69,33536.47,33570.57911801783,33372.71164383093
33613.0,33559.95,33595.63756432914,33372.798143316395
33614.48,33559.95,33621.763086281004,33372.14084491408
33614.48,33483.51,33648.97855347169,33371.86040200361
33628.86,33368.17,33677.109416782965,33374.08812111774
33784.25,33555.25,33705.83597504559,33381.30819268033
33784.25,31640.65,33732.96047504899,33391.78738063281
33784.25,33614.48,33758.242004800435,33428.633133236675
33804.25,33650.16,33780.934950910305,33467.611018655836
33818.05,33653.06,33800.437705703815,33523.072013447134
33811.66,33653.99,33816.46181632035,33581.48485023491
33818.0,33653.06,33829.404403040826,33641.084922538575
33843.42,33758.37,33838.93780471322,33695.43033708886
33868.81,33742.04,33844.858458068484,33738.169549767925
33868.81,33767.36,33846.813974907476,33764.74245433015
33868.81,33813.79,33845.20843006842,33770.03364565962
33868.81,33772.44,33840.44666985464,33749.62645017206
33868.81,33767.36,33832.947280974884,33700.81876277355
33782.52,33690.47,33823.22526908115,33621.06521675996
33817.67,33614.48,33813.03764258815,33512.87568771457
33817.67,33651.54,33802.66855827052,33379.47323851579
33797.89,33635.96,33791.889939934,33226.10604431433
33797.89,33635.96,33781.44775691134,33059.68970002646
33777.2,33614.48,33771.8757229929,32887.32887654595
33724.67,33559.75,33763.6847524527,32716.762799863267
33641.57,33559.75,33757.77879723383,32555.97000320284
33636.17,33488.42,33754.863261048544,32411.106433019126
33784.25,33506.87,33754.959021212846,32290.763150547038
33818.05,20000.0,33755.667099039965,32195.55462254842
33784.25,33707.7,33756.08813615557,32288.259874183346
33640.2,33105.17,33756.43074390944,32402.756152555074
