Q,H,Q_ssa,H_ssa
35823.95,35796.97,35833.67424064788,35802.40525498058
35837.13,35810.0,35840.22011571179,35811.04248076805
35854.69,35830.0,35846.246391081164,35818.99720197602
35862.35,35846.61,35851.391842980825,35825.95096726403
35845.54,35825.01,35855.46841771045,35831.50385444854
35859.15,35830.13,35858.657786677504,35835.87403099348
35875.0,35855.63,35860.75817818335,35838.98248378131
35874.06,35860.0,35861.56345286439,35840.573388114935
35879.67,35857.52,35861.14109150984,35840.637868507845
35892.7,35871.04,35859.49400018342,35839.28439785391
35875.3,35850.25,35856.60861982755,35836.50064389903
35851.88,35815.51,35852.80648867445,35832.77292972636
35845.0,35824.0,35848.5513430232,35828.67635358816
35830.02,35811.62,35844.18384143624,35824.52532245473
35831.55,35813.5,35840.126322571414,35820.55593249125
35835.9,35824.39,35836.57793623746,35817.02514664067
35835.83,35813.3,35833.70101799378,35814.00844859456
35823.91,35803.07,35831.59878262906,35811.849482019185
35819.82,35804.44,35830.50731115031,35810.82036336476
35819.83,35808.17,35830.578461742,35810.90618706135
35804.49,35789.0,35831.9488070037,35812.131072282056
35802.15,35788.58,35834.839915497345,35814.76398640037
35827.81,35800.01,35839.21771817304,35818.7331276594
35850.02,35825.85,35844.7423857966,35823.8378669749
35849.88,35834.63,35851.18643248203,35829.72388046925
35879.98,35837.23,35858.57339427983,35836.3749403448
35884.99,35844.93,35866.616549034916,35843.76608980597
35905.0,35874.9,35875.3109029531,35851.79797471148
35904.91,35891.96,35884.327441612484,35860.24797641452
35897.0,35878.51,35893.82079688137,35868.828823928154
35890.57,35872.41,35903.90117166024,35877.67729126587
35900.24,35880.01,35914.68697633384,35886.89465351839
35900.0,35879.43,35925.95974585435,35896.428388546876
35908.51,35884.39,35937.84999059817,35906.14621353261
35917.86,35887.74,35950.036718310796,35915.794729928704
35917.86,35902.83,35962.183163981164,35925.068517734064
35935.45,35903.28,35973.967984383904,35933.58653583448
36016.39,35917.78,35984.95712580361,35941.21072396826
36033.41,35971.79,35993.91262628542,35947.50746026137
36013.6,35971.79,36000.34156613846,35951.490053618036
36023.03,35971.79,36004.26617797314,35952.86276511504
36067.11,36012.14,36005.2748702658,35951.3539082307
36053.87,36015.05,36002.42571952069,35946.14619669377
36015.05,35990.01,35995.647244917454,35937.039237259036
36028.62,35936.36,35985.39799368896,35924.21543574748
35956.17,35917.87,35971.384510733886,35908.37443519792
35920.1,35890.94,35954.58147020549,35889.843091688264
35962.41,35783.42,35935.65016289642,35869.09703461304
35880.94,35831.85,35913.998655799776,35847.60540002932
35871.72,35835.71,35890.814259983876,35824.71584840648
35860.09,35804.15,35866.33937910869,35800.48010530379
35890.93,35753.69,35840.880962931915,35775.4646484308
35764.0,35747.29,35814.157432370725,35750.501767242415
35798.93,35756.11,35788.05331699863,35725.70115267
35784.0,35767.36,35762.213142243425,35701.01824410906
35800.0,35702.99,35736.94748286901,35676.375221777256
35733.52,35613.49,35712.06660061478,35652.652731763366
35642.45,35586.79,35688.45992225027,35630.98003823262
35616.66,35569.34,35667.2220111172,35611.75652987354
35586.34,35560.11,35648.77437308195,35595.06519229917
35598.75,35572.06,35633.45732577197,35580.94828081465
35640.21,35598.62,35621.011323737825,35569.217531776776
35635.2,35569.34,35610.65593765331,35559.348905064115
35579.23,35560.11,35602.282967390274,35551.57942720246
35606.76,35533.45,35596.39420569566,35545.84313855711
35586.79,35506.81,35592.21485879926,35542.17905033736
35524.88,35480.19,35589.722744594794,35540.588727536124
35569.33,35494.45,35589.31864660455,35541.00774577666
35596.02,35569.33,35589.9293122442,35543.21076835373
35613.49,35591.86,35591.117942022975,35545.744525661066
35613.49,35561.14,35592.33340613558,35547.83754417812
35606.25,35517.58,35592.98068789945,35549.38824423907
35600.0,35563.88,35592.63329047583,35550.44849030998
35591.04,35564.73,35591.12772703682,35549.916431126265
35574.91,35558.38,35588.0486402336,35547.24404141056
35595.35,35555.9,35583.12072388816,35541.95952860152
35607.39,35589.01,35575.580210827036,35533.76413659317
35613.49,35525.03,35565.067812474044,35522.00217811852
35545.53,35526.33,35551.24740909225,35507.28204128154
35557.36,35515.86,35534.77401104613,35489.22643030778
35510.01,35453.59,35515.446362222225,35467.90595154806
35468.46,35427.01,35493.88288864149,35444.1425662861
35440.86,35400.45,35470.705511313085,35418.503687318786
35453.59,35383.97,35446.403142980686,35391.53136582994
35457.74,35430.26,35421.173133775,35363.80544186647
35461.39,35427.46,35395.32554113933,35335.195826587995
35480.19,35425.31,35369.116691591764,35306.220916589205
35417.73,35241.51,35342.722569406505,35277.316252730096
35263.48,35162.31,35317.18437156967,35251.206416851324
35168.62,35135.95,35294.963735119374,35229.15983110494
35224.19,35137.78,35277.617901902704,35211.77263182048
35200.67,35168.0,35264.50257648934,35199.13518658821
35188.69,35135.95,35255.73795628919,35190.89065520653
35180.0,35135.95,35251.433485372756,35187.11744599802
35215.09,35171.55,35251.42569810137,35187.50209004023
35239.14,35182.68,35254.92479927818,35191.15670557986
35225.38,35183.95,35260.93942801086,35197.38433788722
35303.53,35180.55,35269.02841876332,35205.472271436905
35362.84,35303.53,35277.500175553054,35214.92237797615
35347.61,35293.77,35285.14986272391,35223.55953822909
35338.74,35283.01,35291.62666542145,35230.98771059398
35312.59,35215.51,35296.66668956714,35236.98831570702
35347.39,35280.01,35300.27951343509,35242.08652865597
35323.86,35265.94,35301.77352127756,35245.211805545594
35253.0,35224.19,35301.394902748405,35246.48910169465
35285.58,35221.17,35300.11297524099,35246.434582621245
35294.41,35248.12,35297.580124173764,35245.30263157941
35330.02,35272.51,35293.94508526941,35243.01320798678
35280.96,35250.62,35289.107799254045,35239.81305267783
35250.21,35220.04,35284.34378964378,35236.41932157663
35246.38,35234.45,35280.49873208126,35233.53496946411
35338.14,35215.09,35277.849947642026,35231.35906262257
35273.04,35248.31,35275.40869705368,35230.30513910017
35266.42,35220.68,35274.272802623585,35230.160455286066
35215.62,35188.69,35274.61219179069,35231.364559652764
35267.95,35200.01,35276.9811242575,35234.26188671881
35277.06,35227.7,35280.48083139762,35238.552473604504
35282.85,35250.62,35284.78975805215,35243.66753023722
35252.24,35232.04,35289.494924540224,35249.09588298632
35267.95,35247.18,35294.66810063775,35254.64521269844
35294.41,35246.01,35299.868245951875,35259.91824861957
35340.47,35283.65,35304.4585578572,35264.69693319854
35356.53,35303.54,35307.614236123496,35268.36477219735
35325.69,35300.02,35308.895055312445,35270.43436431841
35331.09,35294.36,35308.6773980674,35270.86311329132
35339.47,35277.07,35306.93204710888,35269.713617041816
35292.5,35272.07,35303.44333355039,35267.16805679874
35306.74,35284.81,35298.9004859586,35263.309742161386
35303.47,35277.54,35293.129990976966,35258.02494366948
35319.0,35290.0,35286.35576804048,35251.564595901786
35268.59,35203.81,35278.48776891173,35243.93124633967
35252.08,35210.02,35270.36014224214,35236.383757702366
35221.13,35197.78,35262.07674157716,35228.96084148411
35215.81,35190.01,35254.21004418145,35221.79182640983
35235.0,35189.25,35246.88706266341,35215.09337439766
35241.51,35214.06,35239.97979038194,35208.95877617818
35252.1,35224.12,35233.251950184174,35202.94385434659
35224.13,35207.9,35226.37026784524,35196.758051310084
35217.79,35202.22,35219.56224978923,35190.484763748726
35215.02,35188.69,35212.937566803696,35184.0555363484
35231.09,35195.2,35206.46708023628,35177.55737292542
35229.87,35197.78,35199.94104477392,35170.90573464466
35210.28,35162.31,35193.294423192965,35164.01873141371
35187.92,35150.8,35186.84384938236,35157.440213050766
35188.69,35150.37,35181.27899127611,35151.55010063344
35188.81,35159.11,35176.72887044689,35146.51796468061
35160.31,35135.95,35173.386400824296,35142.43534112782
35146.48,35124.57,35171.925227783446,35139.78763933666
35145.96,35124.1,35172.64398719543,35138.85681861452
35162.31,35130.85,35175.537624820645,35139.77405746702
35139.46,35115.99,35180.34098559199,35142.45924171368
35170.0,35127.0,35187.61018702092,35147.347772936
35197.78,35168.94,35196.967565979045,35154.295632445035
35199.0,35145.02,35208.023689666865,35162.74832230913
35180.17,35124.4,35220.7052604691,35172.93158195542
35195.91,35165.8,35235.08970477475,35185.0030744352
35267.95,35197.66,35250.72783494017,35198.21806612417
35320.89,35207.04,35266.35227685044,35211.89755052485
35318.74,35274.35,35281.1277795194,35225.796181688456
35330.02,35283.57,35294.91425457545,35238.83314030914
35309.27,35272.9,35307.4635685461,35250.81906023255
35347.39,35295.01,35318.95036620187,35261.80781808051
35373.91,35290.01,35328.847630551005,35271.514224937404
35291.01,35241.51,35336.83126057013,35280.07331917614
35320.89,35263.97,35344.21773451578,35288.31604902611
35321.0,35277.62,35350.84802717614,35296.05631594609
35320.89,35288.99,35356.85249883824,35303.31966004126
35336.71,35300.0,35362.476744182,35310.158227797736
35409.61,35328.01,35367.722814845154,35316.53950035738
35453.59,35375.01,35371.734687033924,35322.20483668497
35386.56,35337.46,35373.763255619975,35326.63706715466
35373.91,35330.67,35375.031656597734,35330.36666493601
35372.07,35320.89,35375.70418797549,35333.40300859001
35344.57,35320.89,35375.80661129803,35335.772238550206
35339.78,35306.43,35375.702900109914,35337.463970652076
35357.2,35311.4,35375.40094425747,35338.45609309362
35384.96,35351.18,35374.534914237614,35338.42156767771
35364.17,35330.03,35372.421086128554,35336.680307069524
35373.91,35362.07,35369.12675147055,35333.352331232505
35364.56,35345.01,35364.49404959593,35327.78198007746
35373.0,35345.0,35358.662359024296,35320.21891855604
35373.91,35339.61,35351.514301287454,35310.64818390631
35399.93,35357.38,35342.953677102545,35299.22335291618
35373.91,35294.41,35332.65802051276,35285.867798757536
35309.51,35294.41,35321.24731419046,35271.69457399537
35317.47,35241.51,35309.64657023648,35256.89291607947
35288.01,35211.54,35297.83474862391,35242.37313945622
35247.35,35216.04,35286.28827567434,35228.6699691808
35224.19,35199.8,35275.63565409268,35215.9094746948
35330.02,35162.31,35266.178167713915,35204.4397393575
35220.98,35162.31,35256.52947606135,35194.87277589807
35227.76,35186.46,35248.44522051451,35187.372524579056
35215.09,35172.6,35241.90633155866,35181.689599754834
35215.09,35135.95,35237.05190097142,35177.97464197902
35233.22,35198.57,35233.70335376094,35176.779985523644
35230.99,35218.24,35231.71561648369,35177.09977408519
35259.98,35171.39,35231.12204368111,35178.508474065944
35267.54,35175.69,35231.388035582386,35181.372470289585
35244.01,35202.19,35232.33977929048,35185.45416075315
35206.34,35162.31,35234.19289022276,35190.23636830645
35223.16,35202.18,35237.43441447488,35196.13414776455
35241.51,35204.68,35241.68853488218,35202.41508123286
35235.42,35206.32,35246.46310388065,35208.93285870546
35230.52,35202.19,35251.659936839984,35215.31138183333
35241.51,35203.02,35257.255501798245,35221.55732033905
35263.21,35208.8,35263.033592564396,35227.45621726898
35289.18,35253.52,35268.57306128545,35232.92223658094
35294.41,35263.15,35273.485983645325,35237.29458596256
35287.71,35271.96,35277.67807532981,35240.40392063939
35275.08,35248.58,35281.25645803815,35242.18789702698
35256.13,35252.78,35284.15942792778,35243.01255830119
35270.0,35254.58,35286.835102682846,35242.89441903043
35303.53,35275.09,35289.08429233294,35241.876780213766
35409.61,35190.8,35290.51381988427,35239.868127463014
35320.89,35250.62,35289.71678116477,35238.22007006084
35262.69,35256.43,35288.022854280964,35236.278507652205
35266.64,35242.26,35286.447337111946,35234.393439862804
35274.28,35258.69,35285.119747445206,35232.95005053169
35268.86,35208.78,35284.090352502746,35232.003548977984
35236.23,35175.0,35283.70310364406,35232.31912391589
35241.51,35193.45,35284.609184908775,35234.50059024243
35294.41,35171.39,35286.78237744087,35238.22992014803
35290.39,35266.76,35289.37105821944,35243.67441633322
35294.41,35259.23,35292.48457653559,35249.42044159973
35320.89,35288.05,35296.01665866617,35255.42021333714
35310.32,35267.45,35299.504266059885,35261.07980392102
35301.49,35275.9,35302.97013829285,35266.50018893342
35310.32,35273.21,35306.40751603484,35271.35171241051
35292.91,35258.01,35309.628728268945,35275.50425583062
35307.33,35290.01,35312.87057246016,35279.1169504376
35319.87,35295.01,35315.9205861966,35281.78129875658
35330.02,35317.25,35318.61943872646,35283.49636863768
35329.87,35319.02,35320.78338223762,35284.05113883593
35351.68,35323.23,35322.36425476641,35283.53646567344
35344.86,35322.34,35322.898712467024,35282.15864053837
35326.52,35197.78,35322.74661465138,35280.03107083399
35305.75,35271.47,35322.39605740058,35278.999326621495
35320.89,35242.14,35322.25605803068,35278.34920484808
35294.41,35242.04,35322.14195617517,35278.55650913143
35294.41,35248.38,35322.506135167554,35279.77935661633
35294.41,35262.59,35323.43427395474,35282.02120960512
35356.53,35300.0,35324.92880910434,35284.99865706171
35321.73,35313.34,35326.07382343584,35288.22598218382
35330.01,35306.47,35327.36623868327,35291.28715362729
35337.35,35317.13,35328.750540962625,35294.28063661426
35340.88,35305.01,35330.128467116134,35296.99165060816
35347.39,35298.84,35331.46969208643,35299.580063509435
35347.39,35326.82,35332.71655010952,35302.10740772069
35329.46,35303.54,35333.87999532331,35304.21074933636
35330.3,35312.94,35335.24824379938,35306.24295388854
35326.88,35292.56,35336.77474578242,35308.01915371618
35329.37,35299.13,35338.48072117527,35309.86990732158
35329.25,35290.0,35340.338965215924,35311.74716129782
35347.39,35322.19,35342.38848563978,35313.82514558289
35347.04,35319.92,35344.399113615276,35315.81024080757
35337.37,35313.05,35346.465293692825,35317.89132604568
35325.99,35292.03,35348.91543009186,35320.58223289586
35361.2,35326.0,35352.001745631525,35324.017059675025
35361.71,35331.91,35355.30744571918,35327.92827956244
35377.31,35338.32,35358.988789482944,35332.26190696896
35383.06,35363.88,35362.8733555537,35336.92440504264
35375.14,35347.08,35366.89819809201,35341.55559304737
35378.25,35359.32,35371.035847397485,35346.253469785006
35356.35,35333.61,35375.25829028782,35350.75390286732
35346.33,35333.56,35379.776399515315,35355.30419120643
35365.14,35343.88,35384.60176225091,35359.79239190733
35373.91,35350.01,35389.368573558895,35364.01877249626
35377.76,35356.6,35393.79130480746,35367.7689991716
35389.61,35358.93,35397.7304328509,35370.825859785735
35409.61,35389.93,35400.98852103536,35373.21533186754
35427.01,35390.14,35403.34267984239,35374.545193087455
35432.46,35395.5,35404.583877965015,35374.85032121231
35436.18,35423.34,35404.59270007777,35374.05424672164
35436.18,35415.24,35403.32371299891,35371.831518080384
35434.42,35388.95,35400.63017103427,35368.276251474046
35391.16,35311.49,35396.72772367165,35363.79833574121
35400.45,35379.24,35392.26004073316,35359.464827977004
35383.39,35330.03,35387.11886593956,35354.41243435071
35346.75,35323.96,35381.602958680065,35349.31745911507
35339.93,35323.37,35376.3079363074,35344.29790721194
35333.34,35303.54,35371.40781005942,35339.36186765122
35338.89,35314.84,35367.019910851566,35334.71103865569
35349.0,35325.98,35363.05697971114,35330.160891448846
35357.67,35341.47,35359.34550324938,35325.49569314222
35373.91,35344.05,35355.71159352784,35320.49527640163
35373.91,35333.43,35351.82153382974,35315.0199401745
35397.14,35362.33,35347.51220827015,35309.16705981751
35385.85,35354.26,35342.32989739066,35302.49296147166
35371.48,35294.41,35336.2868723707,35295.03198492213
35304.24,35250.62,35329.45138309975,35287.462551809054
35269.01,35241.51,35322.49251673717,35280.20436742104
35279.04,35241.51,35315.67491768177,35273.254755274174
35274.35,35241.51,35308.73662052206,35266.49147517576
35345.17,35250.01,35301.5436157659,35259.669935904654
35266.0,35241.59,35292.865277666206,35252.41938480767
35285.0,35250.38,35283.593646903115,35244.59021360571
35320.89,35277.09,35273.38620640472,35235.944858904986
35284.94,35241.51,35261.70092814112,35225.879694461306
35267.95,35215.09,35249.047273053846,35214.860396983946
35233.79,35215.09,35235.72710313157,35203.03486489419
35221.46,35205.85,35222.31197076064,35190.38937385744
35219.99,35207.49,35209.11271197355,35177.154829114304
35198.25,35188.69,35196.31872301742,35163.43693894032
35191.02,35164.48,35184.29685909038,35149.63663748305
35182.63,35162.31,35173.24194275775,35136.188132429066
35162.31,35109.6,35163.31617752984,35123.36739034945
35135.95,35083.28,35154.91032077361,35112.097473587026
35119.09,35062.45,35148.45248818798,35102.98589027845
35091.1,35062.45,35144.28663946182,35096.49051373487
35121.93,35062.45,35142.800098335436,35092.77353820622
35132.04,35056.98,35143.55375673984,35091.91215973732
35100.56,35030.7,35146.32708726562,35093.87579006784
35109.61,35047.02,35151.22853891059,35098.68445162124
35162.31,35104.12,35157.77618899759,35105.67692727395
35188.69,35153.22,35164.640767280645,35113.579604270635
35215.09,35170.01,35171.12265564442,35121.159448822575
35195.8,35145.02,35176.29929295268,35127.57481061958
35196.55,35109.6,35179.817306968056,35132.51415736117
35213.42,35188.52,35181.21551572827,35135.92734806999
35200.01,35180.19,35179.9171382395,35136.317524264006
35181.18,35148.63,35175.87203424677,35133.41095468943
35145.13,35121.48,35169.113434834646,35127.397510022405
35162.31,35109.6,35159.97737413032,35118.402363773675
35162.31,35145.2,35148.270261561476,35106.62202149671
35174.66,35121.48,35134.10923486247,35091.753288633685
35157.07,35123.44,35117.52633621786,35074.374761020495
35127.34,35056.98,35099.05990132566,35054.8920532416
35083.29,35041.88,35079.535292326946,35034.74340223902
35063.54,35030.7,35059.952995446096,35014.6119668258
35056.99,34978.2,35040.98911519189,34995.072601554995
34999.18,34925.78,35023.055244058785,34977.27408929624
34978.21,34925.78,35007.27085124634,34962.26407736526
34945.0,34925.78,34994.1773868272,34950.29262287976
34942.39,34905.43,34984.35769433415,34941.4065517163
34922.81,34905.43,34977.701887366486,34935.73888966675
34922.82,34905.43,34974.31014256661,34933.05978137637
34951.99,34905.43,34973.88479556355,34933.08151120255
34987.22,34921.79,34975.751449163996,34935.55075297223
34982.87,34939.14,34979.063084250476,34939.866437789206
34981.77,34943.54,34983.32723220046,34945.16202466916
35004.45,34933.89,34988.050070493875,34950.80896148879
35030.71,35004.14,34992.455353636964,34956.46764489698
35023.37,35000.81,34995.73793959458,34960.73294288347
35014.75,34999.78,34997.46603004587,34963.259753115126
35015.33,35000.01,34997.41492793304,34963.66108012201
35020.99,35004.91,34995.34375535157,34961.67751165653
35001.91,34944.27,34991.1446149667,34957.230742428554
35001.8,34947.54,34985.12821264155,34951.24117765339
35004.45,34967.04,34977.43629947691,34943.82758812489
34979.97,34927.16,34968.3646478725,34935.01990715868
34948.09,34908.59,34958.607671864185,34925.71999055415
34951.97,34913.04,34949.10739189569,34916.61933666321
34920.93,34913.56,34940.31274104028,34908.07835700166
34932.82,34905.43,34933.072889083065,34900.507381925185
34919.96,34899.6,34927.58990018063,34894.42552973424
34920.0,34899.6,34924.48727987241,34890.26843590933
34900.5,34847.3,34924.1053405992,34888.49649072121
34869.96,34843.22,34926.897370012724,34889.984261226935
34899.61,34860.0,34933.46727261602,34895.00042603858
34921.21,34894.5,34943.51612466556,34903.472498513525
34925.79,34893.82,34956.68901417989,34915.0310022842
34951.99,34918.17,34972.93517409009,34929.55713264917
35004.45,34918.16,34991.533347668716,34946.35498454165
35021.07,34933.06,35011.44934122013,34965.07599825548
35030.71,35012.07,35031.90390399737,34984.98532234737
35030.71,34987.22,35052.275530479215,35004.41788285082
35066.03,35016.94,35071.80677915908,35022.99329700955
35124.19,35048.79,35089.357733684024,35039.584157115794
35109.61,35056.67,35103.52926254546,35053.01758919719
35119.22,35085.0,35113.95320142951,35062.490650374246
35131.44,35098.25,35120.04617419184,35067.140072071415
35122.4,35098.26,35121.39423206584,35066.55233756007
35162.31,35100.58,35118.093411000445,35060.5211101712
35185.79,35113.55,35109.6812515734,35049.0332537591
35155.49,35122.31,35095.88461151596,35032.09676241076
35130.65,35030.7,35077.40157424056,35009.93246884629
35117.89,35063.58,35054.92580138099,34984.24477399703
35050.88,35004.44,35029.04622475016,34955.150299155495
35010.22,34922.35,35001.2088120964,34924.096418903995
34989.96,34821.17,34972.50753366291,34892.70582226615
34847.3,34795.07,34943.51207112362,34862.82442185741
34847.3,34768.98,34916.519766616046,34835.159901511164
34795.06,34716.86,34891.69474439585,34810.250051867275
34821.17,34716.86,34869.893941848124,34789.032170347855
34767.1,34716.86,34850.895741662454,34771.554764251676
34830.15,34716.8,34835.4652646116,34757.576738561394
34850.41,34777.94,34822.46469034808,34746.827626128485
34839.3,34798.28,34811.204975690445,34738.01199165413
34847.3,34799.94,34801.45439010071,34730.410055730375
34873.45,34804.03,34792.96940642828,34723.61019711698
34859.18,34725.82,34785.17514886,34717.168615942304
34768.97,34716.86,34778.05781308079,34711.85900370029
34735.6,34690.83,34772.64396103107,34707.57077575655
34752.38,34690.83,34769.2264079388,34704.500931527866
34737.95,34690.83,34767.536492599516,34702.67245457291
34736.64,34664.82,34767.76862778111,34702.17887443125
34767.54,34716.85,34769.92633849325,34703.578665683
34768.97,34678.9,34773.966604254914,34706.40381599271
34716.3,34691.01,34780.29444783066,34711.57823129609
34795.06,34688.74,34790.00748633289,34719.408830740336
34821.17,34751.87,34802.294465872714,34730.33851869769
34873.45,34811.09,34817.33086173,34743.88497943051
34853.66,34751.87,34834.49001981121,34759.452110439706
34821.17,34729.03,34854.22185819889,34777.975516946826
34795.06,34738.79,34876.93058984723,34799.783508607165
34882.43,34787.49,34903.033467225185,34824.772158546286
34960.92,34870.0,34931.16419625341,34852.22985002194
34987.22,34894.68,34960.07596412323,34880.866622733185
34959.35,34908.59,34989.279037337204,34910.188018831446
34971.63,34934.78,35019.00786220024,34939.95216070946
35004.45,34939.6,35048.95291563962,34969.751108413
35083.29,34994.72,35078.6251377097,34999.55123873023
35118.67,35054.36,35106.91635716824,35028.48697888708
35135.95,35066.03,35133.28469122458,35055.629986103144
35216.46,35085.01,35157.316909344474,35080.637185810214
35320.89,35171.39,35177.86761966446,35103.23670165735
35234.32,35162.31,35193.589892226766,35122.28711975286
35209.87,35148.34,35205.64357745214,35137.79612161377
35192.26,35139.22,35214.49603478684,35150.08658194191
35208.98,35168.01,35220.66875258521,35159.42061642168
35176.51,35135.95,35224.054013431814,35165.554401477966
35215.09,35170.0,35225.39667943779,35169.08380583991
35224.19,35197.72,35224.45665134752,35169.80284819227
35241.51,35202.47,35221.57369013495,35167.821080845715
35241.51,35169.53,35216.9960218321,35163.52687520059
35215.09,35166.14,35211.1982531017,35157.786265621355
35215.08,35170.0,35204.82062354195,35151.063139569
35215.08,35175.96,35198.00037019194,35143.618051559635
35204.71,35135.95,35191.05900224938,35135.72809505924
35176.08,35092.34,35184.506745171995,35128.321012021086
35135.95,35066.03,35178.97026513549,35122.288280539855
35162.31,35073.6,35175.12388374896,35118.249738644685
35147.38,35104.54,35172.59087637372,35116.191159925234
35162.31,35141.66,35171.60457454905,35115.81288030143
35162.31,35092.34,35172.04409462208,35116.68334040349
35124.08,35094.18,35173.779107746355,35119.444560838885
35162.31,35122.95,35177.14127454328,35123.91422332194
35188.69,35118.67,35181.73504882752,35129.64494370831
35215.09,35118.67,35187.16737837842,35136.630926854414
35224.19,35171.96,35192.93556162964,35144.696819351906
35217.1,35176.27,35198.72165315102,35152.83060745166
35217.43,35176.29,35204.52606924285,35161.02082815388
35210.25,35186.31,35210.213917592395,35168.87263621371
35209.98,35183.83,35215.80344791657,35176.18476326385
35204.25,35176.29,35221.3039190438,35182.870430747294
35185.64,35157.03,35226.74604207559,35189.011711562984
35245.82,35180.81,35232.46488460678,35194.95414250941
35243.92,35218.3,35237.725514952064,35200.416021665
35250.61,35215.42,35242.59728121299,35205.00087229799
35257.95,35216.57,35247.06278736438,35208.78924673026
35267.95,35220.18,35251.131806166806,35211.986130148325
35277.06,35240.68,35254.83980320379,35214.67378216264
35277.06,35210.77,35258.05841097309,35216.62894690368
35241.51,35213.63,35260.94252838558,35218.2618774643
35241.51,35213.33,35263.94883365859,35219.52704657896
35241.51,35207.17,35266.992668739615,35220.49186956741
35241.51,35217.89,35270.055572706166,35221.177106703595
35241.51,35188.69,35272.98432555059,35221.31167944973
35277.06,35211.56,35275.60399696866,35221.354431711865
35300.18,35271.16,35277.23827413252,35220.84452933008
35320.89,35162.31,35277.409096457304,35218.775811432744
35300.0,35272.13,35275.7941407062,35216.51983368202
35298.83,35215.09,35272.683085897654,35212.59695576291
35261.81,35227.48,35268.18586629277,35207.84651849426
35286.82,35249.62,35262.90810494471,35202.16008710519
35274.81,35188.69,35256.67723747353,35195.39952668839
35241.51,35188.69,35249.759331705325,35188.5947257916
35241.51,35162.31,35242.73774709812,35182.00872605784
35241.51,35216.85,35235.96840234779,35176.13688145845
35241.51,35162.31,35229.81617203687,35170.58343993248
35215.09,35145.02,35224.63764741733,35166.35636136614
35215.09,35145.02,35221.013377792355,35163.96251421308
35165.47,35135.95,35219.176823060465,35163.626118121516
35176.02,35130.18,35220.166422539434,35165.73251137697
35211.41,35150.0,35224.10112015858,35170.46997338699
35224.19,35174.35,35230.51075053404,35177.580678682265
35218.0,35201.01,35239.108333136675,35186.66002404498
35229.43,35116.19,35249.75236647677,35197.10087395163
35250.61,35188.69,35261.94808097655,35209.729162230746
35285.79,35242.5,35274.97135115603,35223.19013315524
35294.41,35255.77,35287.8492253721,35236.275918967796
35303.53,35285.17,35300.000060169514,35248.557813169966
35303.53,35259.25,35310.91081512836,35259.15834553353
35320.89,35290.0,35320.30211404741,35268.139590807834
35330.02,35306.94,35327.72664380552,35274.919664846675
35405.73,35309.01,35332.913627547445,35279.157525782175
35409.61,35273.14,35334.85860529104,35280.96277990948
35376.7,35323.32,35333.77038542923,35281.14741552615
35344.92,35310.09,35330.6434718959,35279.49001791941
35320.43,35303.54,35326.42412896052,35276.506587350304
35356.53,35290.01,35322.029061668836,35272.89532415329
35363.9,35276.41,35317.55575298649,35269.40357667283
35282.45,35241.51,35313.465192201365,35266.722399356695
35244.3,35222.13,35311.47346360374,35265.8513331694
35245.05,35215.09,35312.57990983934,35267.43983627293
35253.37,35215.09,35317.03022129226,35271.81669531792
35267.95,35237.29,35324.75289885662,35279.08099633497
35294.41,35260.0,35335.53168136378,35288.877783327785
35303.53,35277.0,35348.81033851204,35300.8894543413
35342.3,35293.83,35364.19537869417,35314.51816431613
35373.91,35331.73,35380.694954462815,35329.120232053254
35427.01,35331.73,35397.4688378117,35343.840181777305
35436.18,35406.97,35413.26235580516,35358.196535282215
35489.38,35410.04,35427.40108531095,35370.82929618972
35503.8,35442.47,35438.816967571,35381.321791729846
35533.45,35477.14,35447.02023227723,35388.98714464976
35538.2,35400.45,35451.25650409469,35393.2004585411
35440.0,35373.91,35451.47337958144,35395.019295723476
35427.01,35397.84,35449.16300907911,35394.75915404757
35410.41,35387.68,35444.74364969838,35392.29278015363
35427.01,35385.71,35438.75427580426,35387.953928354276
35427.4,35393.58,35431.218822640025,35382.10912718222
35427.39,35356.54,35422.497311692045,35374.994434536275
35382.27,35351.66,35413.08459120585,35367.463415377766
35363.85,35347.39,35403.92383153719,35360.11257498021
35400.45,35347.39,35395.742020891594,35353.188570121914
35400.45,35352.28,35388.30513036431,35346.95373381369
35400.45,35350.83,35381.76574258464,35341.497931959406
35364.82,35339.84,35376.333329930916,35336.95100891686
35370.36,35330.03,35372.50921408306,35333.514256524715
35339.5,35294.41,35370.08535919253,35331.29508529486
35361.95,35318.19,35369.42196070199,35330.69328939789
35409.61,35336.89,35370.01511316912,35331.28942013463
35360.46,35330.42,35371.09709496003,35332.69238116268
35349.29,35326.32,35373.30275312446,35334.900529233724
35373.91,35341.92,35376.709982945344,35337.88293025065
35356.49,35320.89,35380.82703091623,35341.2995065377
35373.91,35337.94,35385.76173907464,35345.42049507693
35392.87,35349.11,35391.33698257755,35349.94429890666
35399.0,35382.74,35397.23054257485,35354.57993484087
35407.76,35373.44,35403.19547879292,35358.77114008003
35407.76,35385.15,35408.908142217566,35362.50544166622
35432.51,35404.34,35414.09379413575,35365.536566432755
35489.38,35294.41,35418.383906015944,35367.604224529365
35406.49,35374.77,35420.99763636871,35370.1144640964
35406.49,35374.77,35423.04612833388,35372.00417677186
35427.01,35374.77,35424.44517488681,35373.30568600045
35374.77,35374.77,35424.92385388742,35374.05642778046
