Time,Open,High,Low,Close,Volume
2022-01-05 00:30:00,46025.93,46290.86,46025.93,46268.04,7.069147
2022-01-05 01:00:00,46267.49,51000.0,42100.0,46227.8,9.168955
2022-01-05 01:30:00,46227.81,46706.13,41580.0,46112.19,5.773531
2022-01-05 02:00:00,46111.51,46938.78,46111.51,46286.44,7.76861
2022-01-05 02:30:00,46277.02,66305.19,46276.1,46307.33,4.642455
2022-01-05 03:00:00,46296.96,63641.13,46032.42,46414.95,9.32379
2022-01-05 03:30:00,46405.81,60457.7,46386.4,46422.33,8.172131
2022-01-05 04:00:00,46420.16,61104.8,46375.2,46494.53,6.774189
2022-01-05 04:30:00,46486.29,55390.02,46351.6,46414.05,5.170234
2022-01-05 05:00:00,46414.09,46856.2,46262.89,46307.6,7.075798
2022-01-05 05:30:00,46310.97,46788.0,46246.22,46308.65,3.919652
2022-01-05 06:00:00,46302.8,46380.61,46251.11,46309.85,3.619713
2022-01-05 06:30:00,46309.0,75000.0,46306.53,46450.0,8.669663
2022-01-05 07:00:00,46450.01,55697.9,46364.89,46414.6,7.322486
2022-01-05 07:30:00,46414.83,55760.56,46243.3,46403.96,7.293995
2022-01-05 08:00:00,46407.51,46433.85,46263.43,46350.0,4.632411
2022-01-05 08:30:00,46350.17,46672.97,46317.77,46634.18,7.201606
2022-01-05 09:00:00,46585.45,46846.55,45809.75,46805.0,8.363666
2022-01-05 09:30:00,46800.04,46977.14,20000.0,46855.12,9.364372
2022-01-05 10:00:00,46858.94,47061.96,46763.08,46796.34,9.382331
2022-01-05 10:30:00,46791.6,95000.0,46709.34,46828.21,12.714982
2022-01-05 11:00:00,46818.5,52990.0,46466.25,46544.08,7.512507
2022-01-05 11:30:00,46546.18,47054.96,20000.0,46267.99,15.082379
2022-01-05 12:00:00,46267.99,57000.0,20000.0,46154.71,11.704975
2022-01-05 12:30:00,46152.38,46584.53,45922.69,46221.02,9.96651
2022-01-05 13:00:00,46219.62,46389.86,46112.6,46364.23,10.259476
2022-01-05 13:30:00,46364.23,48969.02,42500.0,46439.96,10.67759
2022-01-05 14:00:00,46437.1,46511.42,43077.6,46409.0,7.73761
2022-01-05 14:30:00,46408.01,47626.02,41302.0,46694.57,19.72035
2022-01-05 15:00:00,46689.52,47021.43,42000.0,46750.74,15.867558
2022-01-05 15:30:00,46740.57,46846.03,46182.03,46618.31,10.050347
2022-01-05 16:00:00,46616.92,47021.43,45000.0,46667.49,18.273046
2022-01-05 16:30:00,46664.37,70000.0,9996.0,46300.12,13.95606
2022-01-05 17:00:00,46300.24,47410.3,45170.0,46375.41,11.202952
2022-01-05 17:30:00,46367.49,47467.22,45937.18,46005.19,10.291796
2022-01-05 18:00:00,46010.73,47139.97,32088.0,45867.61,17.038621
2022-01-05 18:30:00,45853.44,46284.72,45811.32,45917.65,10.863027
2022-01-05 19:00:00,45919.93,51968.21,45000.0,45911.45,16.121115
2022-01-05 19:30:00,45903.13,46091.41,42845.95,44687.64,19.903313
2022-01-05 20:00:00,44684.86,49083.96,43742.44,44144.23,23.598597
2022-01-05 20:30:00,44135.15,70000.0,41759.01,43956.53,20.429086
2022-01-05 21:00:00,43967.01,219899.0,8899.0,43965.98,13.490858
2022-01-05 21:30:00,43950.02,219899.0,29541.2,43609.99,18.210393
2022-01-05 22:00:00,43606.62,43945.43,29219.52,43000.73,11.197173
2022-01-05 22:30:00,43000.01,43633.14,29205.71,43424.84,11.313295
2022-01-05 23:00:00,43432.9,43701.5,43097.72,43644.82,13.569133
2022-01-05 23:30:00,43636.28,43886.09,42453.18,43413.16,11.809732
2022-01-06 00:00:00,43420.32,45500.0,42485.05,43533.53,15.445267
2022-01-06 00:30:00,43523.86,43880.13,43486.25,43677.78,12.002372
2022-01-06 01:00:00,43682.79,43768.86,43526.74,43601.86,8.426829
2022-01-06 01:30:00,43601.3,43874.13,43241.52,43590.13,11.794389
2022-01-06 02:00:00,43527.91,43765.59,10000.0,43232.01,13.103976
2022-01-06 02:30:00,43206.43,43494.36,43206.43,43256.4,12.84868
2022-01-06 03:00:00,43259.55,43308.99,15000.0,43084.72,10.997947
2022-01-06 03:30:00,43090.0,43205.64,40001.0,42829.05,13.006813
2022-01-06 04:00:00,42829.07,47000.0,42727.42,42823.68,14.302165
2022-01-06 04:30:00,42821.23,43128.03,42603.39,43039.01,14.76604
2022-01-06 05:00:00,43031.76,43233.83,42865.32,43157.67,11.567802
2022-01-06 05:30:00,43146.36,43174.0,42883.41,43052.67,10.63309
2022-01-06 06:00:00,43050.01,90000.0,42613.9,43105.78,12.29241
2022-01-06 06:30:00,43107.75,43156.03,39666.0,43089.26,14.033066
2022-01-06 07:00:00,43086.77,90223.87,38776.08,43201.55,13.437232
2022-01-06 07:30:00,43197.69,43316.0,42145.82,43248.32,13.42448
2022-01-06 08:00:00,43245.26,48000.0,42999.99,43086.69,13.898692
2022-01-06 08:30:00,43087.0,43105.56,20000.0,43055.28,14.34613
2022-01-06 09:00:00,43055.42,43087.42,29023.22,42756.16,13.188802
2022-01-06 09:30:00,42736.77,43068.62,39901.15,42592.78,17.915042
2022-01-06 10:00:00,42597.87,56828.84,39679.34,42820.41,19.822252
2022-01-06 10:30:00,42821.23,52235.94,38964.84,42877.48,16.726415
2022-01-06 11:00:00,42878.88,51965.28,39865.07,42803.56,11.892095
2022-01-06 11:30:00,42796.61,42940.99,42000.0,42877.18,13.210762
2022-01-06 12:00:00,42877.22,51965.28,38533.57,42639.35,14.783215
2022-01-06 12:30:00,42655.39,43165.4,40000.0,43060.49,17.815102
2022-01-06 13:00:00,43062.19,52637.2,38503.58,42997.27,20.164515
2022-01-06 13:30:00,43000.0,52637.2,40000.0,43148.08,13.394555
2022-01-06 14:00:00,43148.38,51965.28,38816.0,42881.0,12.439484
2022-01-06 14:30:00,42882.97,58190.29,42268.45,42794.98,18.724526
2022-01-06 15:00:00,42800.57,51965.28,21358.0,42900.5,22.728805
2022-01-06 15:30:00,42866.48,52094.55,38282.17,42952.03,15.561623
2022-01-06 16:00:00,42950.02,43151.47,42839.91,42865.6,13.268253
2022-01-06 16:30:00,42863.82,43054.11,40000.0,42881.35,12.477081
2022-01-06 17:00:00,42882.23,43044.24,40000.0,43043.14,10.327443
2022-01-06 17:30:00,43030.64,51965.28,41663.54,43011.71,11.406784
2022-01-06 18:00:00,43005.3,43233.27,42583.63,43058.34,9.735407
2022-01-06 18:30:00,43058.35,43385.74,35643.56,43363.5,12.935286
2022-01-06 19:00:00,43366.94,216500.0,8764.0,43377.99,13.427761
2022-01-06 19:30:00,43370.01,43505.22,38586.98,43433.0,10.088386
2022-01-06 20:00:00,43438.1,75528.32,38854.93,43318.22,15.537357
2022-01-06 20:30:00,43318.23,50612.02,33000.0,43216.86,10.729115
2022-01-06 21:00:00,43214.79,43354.38,41200.0,43187.76,14.564981
2022-01-06 21:30:00,43187.76,67878.0,42100.0,43124.06,15.879388
2022-01-06 22:00:00,43120.63,51291.25,20000.0,43139.72,18.579717
2022-01-06 22:30:00,43142.0,51423.98,43096.24,43182.64,11.630684
2022-01-06 23:00:00,43178.0,43300.0,42921.0,43156.09,13.351001
2022-01-06 23:30:00,43154.88,43241.42,43082.5,43086.62,11.832038
2022-01-07 00:00:00,43082.3,43141.92,42828.86,42908.9,16.197265
2022-01-07 00:30:00,42904.64,42937.31,42705.65,42788.11,16.522929
2022-01-07 01:00:00,42788.11,43584.33,20000.0,42971.28,18.567449
2022-01-07 01:30:00,42966.96,43031.22,42889.58,43009.66,15.570363
2022-01-07 02:00:00,43006.38,43030.0,42858.53,42932.46,13.605607
2022-01-07 02:30:00,42935.4,42970.0,42775.26,42798.01,13.67191
2022-01-07 03:00:00,42797.76,42825.04,14386.0,42282.13,14.442415
2022-01-07 03:30:00,42266.26,43513.5,41580.01,41797.06,31.282988
2022-01-07 04:00:00,41803.12,42044.23,36655.79,41462.94,28.019769
2022-01-07 04:30:00,41435.05,43662.0,40985.63,41700.0,29.319527
2022-01-07 05:00:00,41700.33,43677.0,38885.95,41799.14,17.599535
2022-01-07 05:30:00,41795.42,42313.28,38875.89,41844.97,17.386432
2022-01-07 06:00:00,41845.97,43018.77,41367.05,41644.58,12.560346
2022-01-07 06:30:00,41637.38,42036.65,41348.14,41531.51,17.840576
2022-01-07 07:00:00,41529.15,41611.57,41223.85,41606.08,15.901806
2022-01-07 07:30:00,41609.28,41727.75,41223.85,41701.19,13.685126
2022-01-07 08:00:00,41706.77,42619.26,41084.79,42275.86,17.736693
2022-01-07 08:30:00,42280.15,42561.03,42053.5,42090.31,14.872695
2022-01-07 09:00:00,42064.46,42865.77,41057.15,42415.24,15.864729
2022-01-07 09:30:00,42415.24,42612.77,42282.22,42423.24,11.634637
2022-01-07 10:00:00,42417.26,46487.94,40512.83,42329.81,15.960852
2022-01-07 10:30:00,42326.17,42380.69,42170.63,42170.65,9.391662
2022-01-07 11:00:00,42171.13,42444.76,40368.73,42250.98,13.277836
2022-01-07 11:30:00,42254.0,46487.94,40368.73,42254.56,10.724912
2022-01-07 12:00:00,42254.7,42456.78,42246.69,42438.86,10.404681
2022-01-07 12:30:00,42438.88,42687.92,40368.73,42398.41,10.244999
2022-01-07 13:00:00,42398.45,42486.02,8435.0,42301.54,15.181525
2022-01-07 13:30:00,42292.2,42763.24,38080.24,41476.0,26.405369
2022-01-07 14:00:00,41482.32,42664.87,39985.0,41847.79,21.042517
