Time,Open,High,Low,Close,Volume
2022-01-15 10:15:00,43137.88,44625.86,28400.0,43196.53,73.884983
2022-01-15 10:30:00,43196.53,60000.0,35439.99,43131.88,78.97827
2022-01-15 10:45:00,43131.85,44574.81,39000.0,43096.76,73.533197
2022-01-15 11:00:00,43096.76,44461.35,30600.0,43060.0,66.080627
2022-01-15 11:15:00,43060.05,44445.16,31000.0,43073.33,11.632244
2022-01-15 11:30:00,43061.47,44406.85,30000.0,43046.97,10.84369
2022-01-15 11:45:00,43046.99,45000.0,38031.29,43017.62,18.47151
2022-01-15 12:00:00,43017.6,44349.7,35290.0,42990.03,16.401426
2022-01-15 12:15:00,42990.03,44359.78,41159.7,43951.09,14.413626
2022-01-15 12:30:00,42946.7,44141.45,40000.0,42706.14,24.140778
2022-01-15 12:45:00,42704.33,43867.43,38565.0,42714.47,25.313456
2022-01-15 13:00:00,42698.5,44552.69,35301.0,42798.15,19.592791
2022-01-15 13:15:00,42798.14,44443.07,40088.85,42862.79,17.155218
2022-01-15 13:30:00,42864.09,52630.9,30000.0,42890.0,18.380194
2022-01-15 13:45:00,42889.99,47149.29,30000.0,42910.31,17.722436
2022-01-15 14:00:00,42906.76,44288.4,32205.0,42878.22,90.307075
2022-01-15 14:15:00,42878.22,44788.52,41900.0,42941.76,115.064282
2022-01-15 14:30:00,42942.6,106751.64,38692.0,43199.38,74.252094
2022-01-15 14:45:00,43199.37,100000.0,34500.0,43183.74,104.7327
2022-01-15 15:00:00,43186.14,210000.0,27855.5,43181.07,68.198724
2022-01-15 15:15:00,43182.95,60000.0,42300.0,42560.0,77.249539
2022-01-15 15:30:00,43148.2,45360.0,39100.0,43280.64,100.379026
2022-01-15 15:45:00,43280.45,53171.83,41039.99,43401.2,79.858278
2022-01-15 16:00:00,43401.21,44633.31,41000.0,43271.63,100.867364
2022-01-15 16:15:00,43281.33,44759.28,42469.0,43279.9,85.281499
2022-01-15 16:30:00,43279.9,216209.0,8751.0,43290.58,102.682104
2022-01-15 16:45:00,43294.42,216473.0,8762.0,43342.56,60.1016
2022-01-15 17:00:00,43334.75,43386.68,43254.59,43314.66,8.242765
2022-01-15 17:15:00,43283.95,43431.48,43274.98,43376.44,7.04329
2022-01-15 17:30:00,43376.94,43438.04,43344.71,43435.53,6.17641
2022-01-15 17:45:00,43433.89,43537.7,43344.31,43383.61,11.16029
2022-01-15 18:00:00,43380.55,43394.62,43241.13,43283.01,8.747952
2022-01-15 18:15:00,43274.34,43371.05,43220.91,43277.38,9.024757
2022-01-15 18:30:00,43280.02,43371.05,43280.02,43358.22,5.467111
2022-01-15 18:45:00,43358.38,43371.05,43306.04,43338.53,6.007272
2022-01-15 19:00:00,43338.53,43436.15,43306.04,43371.05,7.825119
2022-01-15 19:15:00,43371.84,43436.15,43371.05,43403.59,5.009046
2022-01-15 19:30:00,43403.59,43466.08,43400.0,43465.01,4.113613
2022-01-15 19:45:00,43465.0,43533.99,43415.31,43525.59,8.896325
2022-01-15 20:00:00,43525.58,43756.05,43516.72,43677.71,11.789977
2022-01-15 20:15:00,43676.12,43763.15,43606.07,43704.67,7.248963
2022-01-15 20:30:00,43704.67,43720.0,43566.65,43598.59,7.022123
2022-01-15 20:45:00,43591.94,43623.05,43472.0,43490.33,4.948803
2022-01-15 21:00:00,43482.02,43500.0,43422.3,43430.35,4.882007
2022-01-15 21:15:00,43418.52,43522.7,43351.33,43367.65,6.754939
2022-01-15 21:30:00,43368.66,43427.18,43222.21,43277.84,9.373974
2022-01-15 21:45:00,43277.89,43338.53,43199.78,43300.75,7.230218
2022-01-15 22:00:00,43300.0,43389.77,43245.63,43368.29,8.354561
2022-01-15 22:15:00,43370.86,43403.59,43111.6,43111.6,10.722604
2022-01-15 22:30:00,43151.35,43241.13,43150.0,43199.87,5.069137
2022-01-15 22:45:00,43199.68,43273.58,43190.01,43237.64,4.210577
2022-01-15 23:00:00,43237.39,43338.53,43176.32,43323.39,7.333561
2022-01-15 23:15:00,43324.57,43371.05,43208.71,43239.01,7.426386
2022-01-15 23:30:00,43238.25,43329.58,43111.6,43165.65,6.639058
2022-01-15 23:45:00,43167.16,43232.19,43079.28,43081.93,4.274719
2022-01-16 00:00:00,43083.49,43176.32,43003.0,43012.0,6.464426
2022-01-16 00:15:00,43007.67,43086.21,43007.67,43076.31,4.376863
2022-01-16 00:30:00,43065.02,43104.4,42992.29,42999.0,4.001141
2022-01-16 00:45:00,42995.61,43098.15,42994.15,43068.48,4.794275
2022-01-16 01:00:00,43069.22,43143.94,43023.16,43029.34,5.65365
2022-01-16 01:15:00,43019.96,43080.42,42988.07,43062.11,5.005048
2022-01-16 01:30:00,43063.55,43078.01,43006.69,43068.57,3.504186
2022-01-16 01:45:00,43067.84,43073.16,42991.37,42998.33,2.592793
2022-01-16 02:00:00,42991.1,43073.42,42985.3,43032.77,3.478284
2022-01-16 02:15:00,43032.77,43068.69,42993.01,43010.98,2.844993
2022-01-16 02:30:00,43013.49,43077.38,42973.58,42977.06,4.738873
2022-01-16 02:45:00,42978.46,43030.47,42853.71,42937.31,7.603405
2022-01-16 03:00:00,42930.87,42964.38,42861.5,42918.02,4.414716
2022-01-16 03:15:00,42918.03,42999.97,42892.99,42979.28,3.827936
2022-01-16 03:30:00,42969.69,42994.26,42892.62,42990.01,3.669177
2022-01-16 03:45:00,42990.02,43041.84,42954.43,42982.46,4.033007
2022-01-16 04:00:00,42978.84,43046.99,42881.16,43025.04,6.819972
2022-01-16 04:15:00,43025.85,43058.16,42941.87,42991.45,5.474478
2022-01-16 04:30:00,42993.38,43064.16,42980.75,43026.84,3.029975
2022-01-16 04:45:00,43020.91,43066.23,42995.66,43025.96,3.729352
2022-01-16 05:00:00,43021.98,43088.01,42982.46,43074.87,4.868845
2022-01-16 05:15:00,43070.46,43111.6,43054.59,43090.0,3.184393
2022-01-16 05:30:00,43091.05,43098.64,43048.2,43066.76,2.460422
2022-01-16 05:45:00,43069.02,43069.98,42965.28,42965.28,3.785479
2022-01-16 06:00:00,42962.97,43079.28,42931.43,43079.28,6.665456
2022-01-16 06:15:00,43079.28,43135.03,43079.28,43123.17,7.750286
2022-01-16 06:30:00,43130.87,43143.94,43080.01,43102.66,8.118356
2022-01-16 06:45:00,43100.73,43218.1,43091.47,43214.73,6.888179
2022-01-16 07:00:00,43200.01,43243.08,43157.49,43219.02,7.210644
2022-01-16 07:15:00,43220.04,43220.04,43123.86,43123.86,4.5463
2022-01-16 07:30:00,43122.68,43241.13,43117.24,43229.28,4.650363
2022-01-16 07:45:00,43227.97,43273.58,43191.67,43202.25,4.615827
2022-01-16 08:00:00,43202.21,43306.04,43176.32,43223.46,11.137337
2022-01-16 08:15:00,43223.46,43306.04,43120.0,43181.6,11.921312
2022-01-16 08:30:00,43182.51,43215.9,43111.6,43168.06,5.816005
2022-01-16 08:45:00,43167.57,43173.35,43061.71,43066.66,9.854317
2022-01-16 09:00:00,43067.44,43120.0,43046.98,43099.0,7.485371
2022-01-16 09:15:00,43098.89,43121.19,42982.46,43104.02,8.024693
2022-01-16 09:30:00,43104.02,43129.37,43014.71,43119.4,8.079658
2022-01-16 09:45:00,43119.99,43124.47,43049.97,43073.03,4.507146
2022-01-16 10:00:00,43074.79,43176.32,43002.26,43156.02,10.706619
2022-01-16 10:15:00,43152.35,43208.71,42982.46,43171.83,10.29184
2022-01-16 10:30:00,43171.84,43241.13,43086.72,43106.89,5.411834
2022-01-16 10:45:00,43109.39,43109.39,42883.83,42908.52,5.414545
2022-01-16 11:00:00,42906.3,42968.23,42760.01,42848.0,8.245214
2022-01-16 11:15:00,42846.19,42981.19,42793.71,42971.01,5.941873
2022-01-16 11:30:00,42973.21,43087.77,42759.81,43014.31,7.76189
2022-01-16 11:45:00,43005.78,43098.54,42014.19,42977.02,8.582152
2022-01-16 12:00:00,42968.3,43189.55,41951.06,43085.08,9.027083
2022-01-16 12:15:00,43086.79,43213.51,42995.96,43077.88,7.75127
2022-01-16 12:30:00,43080.0,43157.64,41805.23,43030.01,11.759697
2022-01-16 12:45:00,43029.96,43137.99,43015.74,43016.68,5.007769
2022-01-16 13:00:00,43015.0,43023.35,42901.11,42969.17,5.623193
2022-01-16 13:15:00,42969.23,42972.4,41805.23,42615.15,6.952721
2022-01-16 13:30:00,42634.09,42996.63,42615.15,42966.02,6.750224
2022-01-16 13:45:00,42975.06,43183.31,42871.63,43145.38,7.453469
2022-01-16 14:00:00,43145.38,43273.58,43070.88,43131.49,6.447208
2022-01-16 14:15:00,43131.49,43230.0,43042.79,43228.94,11.545392
2022-01-16 14:30:00,43230.0,43403.59,43204.5,43289.05,13.159519
2022-01-16 14:45:00,43289.04,43323.0,43232.72,43298.82,5.429204
2022-01-16 15:00:00,43298.78,43334.31,43145.66,43217.99,9.735291
2022-01-16 15:15:00,43218.16,43301.82,43139.74,43232.19,7.738687
2022-01-16 15:30:00,43196.75,43301.82,43119.92,43200.46,10.396657
2022-01-16 15:45:00,43196.06,43334.31,43139.74,43215.05,11.643166
2022-01-16 16:00:00,43215.05,43334.31,43139.74,43244.08,12.053839
2022-01-16 16:15:00,43244.08,43403.59,43233.85,43384.9,7.289483
2022-01-16 16:30:00,43384.9,43403.59,43269.36,43370.0,5.33857
2022-01-16 16:45:00,43369.4,43431.92,43335.85,43376.24,7.933609
2022-01-16 17:00:00,43376.25,43425.76,43286.14,43325.58,8.22341
2022-01-16 17:15:00,43326.2,43360.49,43276.62,43280.52,4.742349
2022-01-16 17:30:00,43280.36,43364.92,43199.78,43199.78,8.778682
2022-01-16 17:45:00,43194.59,43281.49,43051.1,43068.77,7.25322
2022-01-16 18:00:00,43068.77,43180.16,43044.52,43070.01,7.654658
2022-01-16 18:15:00,43073.32,43135.03,43017.58,43036.75,5.824731
2022-01-16 18:30:00,43033.06,43069.25,42978.27,43048.36,6.008322
2022-01-16 18:45:00,43050.0,43096.34,43010.52,43063.51,5.099355
2022-01-16 19:00:00,43063.54,43080.65,42900.01,42902.52,7.689499
2022-01-16 19:15:00,42902.52,42988.53,42881.68,42913.83,6.570247
2022-01-16 19:30:00,42917.95,42955.44,42857.01,42857.51,5.610647
2022-01-16 19:45:00,42857.51,42909.84,42785.3,42834.2,8.353105
2022-01-16 20:00:00,42833.16,42988.85,42753.22,42980.47,9.455308
2022-01-16 20:15:00,42980.47,43042.79,42921.22,43029.37,7.988126
2022-01-16 20:30:00,43026.33,43075.08,42946.05,43074.04,7.231189
2022-01-16 20:45:00,43074.04,43107.4,42978.27,43028.94,9.232907
2022-01-16 21:00:00,43029.02,43089.73,42949.06,42968.68,5.587341
2022-01-16 21:15:00,42966.1,43011.92,42938.98,42966.71,5.122733
2022-01-16 21:30:00,42963.64,42964.74,42901.04,42946.34,4.535552
2022-01-16 21:45:00,42947.47,43010.51,42937.76,42946.05,5.204994
2022-01-16 22:00:00,42946.37,43172.11,42946.05,43172.11,11.272523
2022-01-16 22:15:00,43172.11,43199.78,43139.74,43194.64,4.649761
2022-01-16 22:30:00,43195.0,43199.96,43139.74,43170.0,2.540122
2022-01-16 22:45:00,43169.07,43213.25,43075.08,43198.6,6.48836
2022-01-16 23:00:00,43198.6,43247.26,43118.83,43226.78,8.747016
2022-01-16 23:15:00,43227.85,43236.91,43130.65,43191.14,5.183936
2022-01-16 23:30:00,43183.17,43223.83,43107.85,43122.81,5.193002
2022-01-16 23:45:00,43116.27,43122.7,43026.25,43073.87,6.144172
2022-01-17 00:00:00,43069.49,43172.11,43042.79,43102.81,8.361676
2022-01-17 00:15:00,43102.81,43104.43,42929.1,42987.16,7.069123
2022-01-17 00:30:00,42983.77,43042.79,42913.85,43029.78,7.492593
2022-01-17 00:45:00,43029.78,43029.78,42879.65,42879.65,7.027824
2022-01-17 01:00:00,42883.07,42941.21,42837.7,42864.2,9.491458
2022-01-17 01:15:00,42864.2,42933.6,42814.79,42891.69,6.6066
2022-01-17 01:30:00,42891.7,42913.85,42817.53,42833.37,4.733609
2022-01-17 01:45:00,42833.37,42906.1,42812.73,42883.67,4.315338
2022-01-17 02:00:00,42884.18,42938.0,42785.86,42834.15,5.700421
2022-01-17 02:15:00,42839.58,42918.96,42801.65,42898.38,3.752859
2022-01-17 02:30:00,42898.37,42904.32,42817.4,42877.0,1.477557
2022-01-17 02:45:00,42877.0,42941.66,42817.4,42918.61,3.245023
2022-01-17 03:00:00,42918.56,42978.27,42785.3,42903.11,8.473163
2022-01-17 03:15:00,42910.01,42936.18,42780.64,42795.25,4.792244
2022-01-17 03:30:00,42796.85,42796.89,42692.47,42741.21,4.730288
2022-01-17 03:45:00,42729.59,42760.14,42632.21,42633.2,4.772268
2022-01-17 04:00:00,42636.63,42753.23,42593.2,42689.14,1.707236
2022-01-17 04:15:00,42748.56,42802.99,42689.14,42780.9,4.410021
2022-01-17 04:30:00,42777.27,42806.78,42631.61,42682.63,5.150744
2022-01-17 04:45:00,42682.63,42744.0,42620.51,42620.99,5.075112
2022-01-17 05:00:00,42620.98,42623.95,42328.2,42407.0,8.406582
2022-01-17 05:15:00,42407.26,42582.59,42390.78,42541.28,3.014414
2022-01-17 05:30:00,42548.71,42620.5,42529.36,42601.0,1.027566
2022-01-17 05:45:00,42599.19,42657.14,42492.83,42657.14,3.658335
2022-01-17 06:00:00,42657.14,42753.23,42615.86,42678.68,5.205841
2022-01-17 06:15:00,42682.14,42783.92,42662.67,42772.19,4.678933
2022-01-17 06:30:00,42721.17,42783.92,42698.52,42780.63,0.918605
2022-01-17 06:45:00,42728.26,42783.92,42657.14,42748.56,4.977626
2022-01-17 07:00:00,42684.56,42783.92,42652.48,42721.17,3.233445
2022-01-17 07:15:00,42766.11,42783.92,42684.48,42721.17,1.693703
2022-01-17 07:30:00,42783.92,42783.92,42684.48,42689.14,2.223781
2022-01-17 07:45:00,42780.63,42783.92,42684.48,42783.92,0.855377
2022-01-17 08:00:00,42760.92,42783.92,42652.48,42747.27,3.858099
2022-01-17 08:15:00,42748.98,42783.92,42625.16,42690.87,6.558949
2022-01-17 08:30:00,42690.87,42783.92,42657.14,42721.17,2.49095
2022-01-17 08:45:00,42783.92,42783.92,42655.43,42657.14,2.985972
2022-01-17 09:00:00,42713.14,42753.23,42652.48,42753.23,3.762626
2022-01-17 09:15:00,42706.54,42783.92,42652.48,42783.92,3.038201
2022-01-17 09:30:00,42700.07,42783.92,42593.2,42721.17,7.68938
2022-01-17 09:45:00,42694.89,42783.92,42652.48,42780.63,14.947122
2022-01-17 10:00:00,42744.4,42785.3,42657.14,42785.3,12.05361
2022-01-17 10:15:00,42785.3,42814.06,42620.51,42812.72,12.272345
2022-01-17 10:30:00,42814.06,42817.4,42689.14,42714.17,8.158464
2022-01-17 10:45:00,42714.18,42817.4,42629.02,42793.29,9.811323
2022-01-17 11:00:00,42795.11,42817.4,42731.9,42785.3,10.309579
2022-01-17 11:15:00,42780.53,42840.0,42706.03,42722.02,10.750552
2022-01-17 11:30:00,42724.24,42734.43,42620.51,42676.55,10.825224
2022-01-17 11:45:00,42677.64,42811.97,42658.85,42671.3,10.198914
2022-01-17 12:00:00,42665.29,42753.23,42500.01,42560.0,11.821052
2022-01-17 12:15:00,42560.02,42753.23,42442.84,42709.99,14.064752
2022-01-17 12:30:00,42701.02,42797.09,42593.2,42625.16,12.471322
2022-01-17 12:45:00,42625.16,42653.01,42561.27,42598.0,8.787572
2022-01-17 13:00:00,42561.27,42637.36,42524.71,42574.67,2.748075
2022-01-17 13:15:00,42532.1,42669.47,42529.36,42580.56,9.778673
2022-01-17 13:30:00,42575.06,42675.23,42550.0,42561.27,10.696006
2022-01-17 13:45:00,42563.94,42669.2,42529.36,42650.87,9.240317
2022-01-17 14:00:00,42646.38,42697.01,42574.11,42632.94,10.268776
2022-01-17 14:15:00,42621.45,42725.28,42562.37,42708.79,10.699648
2022-01-17 14:30:00,42705.44,42725.17,42632.57,42725.17,8.213
2022-01-17 14:45:00,42718.39,42753.23,42586.58,42658.38,12.137467
2022-01-17 15:00:00,42661.71,42684.48,42429.14,42545.02,12.082613
2022-01-17 15:15:00,42539.98,42625.16,42501.94,42620.77,9.874947
2022-01-17 15:30:00,42623.27,42644.46,42515.02,42631.0,9.92967
2022-01-17 15:45:00,42630.08,42644.42,42401.96,42481.69,11.6049
2022-01-17 16:00:00,42473.82,42532.64,42360.02,42360.02,23.087549
2022-01-17 16:15:00,42360.02,42497.47,42360.02,42360.02,31.178554
2022-01-17 16:30:00,42360.02,42465.61,42360.01,42370.17,43.525983
2022-01-17 16:45:00,42442.45,42465.61,42360.01,42360.01,47.670548
2022-01-17 17:00:00,42396.25,42465.61,42360.01,42465.61,46.421387
2022-01-17 17:15:00,42360.01,42465.61,42010.02,42048.58,40.095385
2022-01-17 17:30:00,42048.57,42195.45,41990.55,42195.45,13.410914
2022-01-17 17:45:00,42194.65,42217.23,42033.01,42103.79,11.532066
2022-01-17 18:00:00,42104.24,42209.26,41944.82,42007.01,12.733928
2022-01-17 18:15:00,42006.24,42048.99,41932.24,41969.21,19.906046
2022-01-17 18:30:00,41969.2,42066.89,41932.24,42040.14,10.461095
2022-01-17 18:45:00,42040.15,42184.24,41932.24,42174.65,12.027605
2022-01-17 19:00:00,42174.66,42257.15,42105.5,42239.39,9.019925
2022-01-17 19:15:00,42238.02,42243.64,42113.91,42187.48,7.813226
2022-01-17 19:30:00,42190.56,42274.94,42155.77,42244.62,9.463338
2022-01-17 19:45:00,42255.63,42316.04,42212.76,42237.79,7.542709
2022-01-17 20:00:00,42237.8,42298.0,42186.75,42207.41,11.258182
2022-01-17 20:15:00,42207.41,42274.94,42176.69,42199.25,7.341808
